title,date,description,amount,hours,subtotal,discount,rate,rate_ptm,rate_nm,rate_wkn,rate_wkd,rate_wth,rate_ftm,omi,east_oak,down,atrium,broadway,meditation,west_oak,jingletown,up,kitchen,meridian,fdd,rcd,hdd,fd,pd,mrd
115010 Stephen Busby,2015-05-11,Standard Janitorial Fee,50,Flat Fee,50,,Full Time  Member Weekday Rate -- 2 Hours Complementary,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115011 Defy Ventures,2015-01-27,IHO Staffing,35,4.5,157.5,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115011 Defy Ventures,2015-01-27,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115011 Defy Ventures,2015-01-27,Set Up & Break Down,50,2.5,125,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115011 Defy Ventures,2015-01-27,Jingletown Lounge,150,2,300,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
115011 Defy Ventures,2015-01-27,Waste Removal,50,Flat Fee,50,,Non Member Weekday Rate,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-27,Set Up & Break Down,50,1,50,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-27,Site Manager/Staffing,30,9,270,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-27,Janitorial Fee (Bathrooms Only),90,Flat Fee,90,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-27,On Broadway,255,8,2040,0.25,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-27,Coffee & Tea Service ($12/thermos),12,4,48,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-28,Site Manager/Staffing,30,11,330,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-28,Standard Janitorial Fee,250,Flat Fee,250,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-28,On Broadway,255,8,2040,0.25,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-28,Set Up & Break Down,50,3,150,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115012-2 Habitry,2015-06-28,Coffee & Tea Service ($12/thermos),12,4,48,,Part Time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013-2 Youth Speaks_Olympics ,2015-05-30,Set Up & Break Down,75,2.5,187.5,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013 Youth Speaks_Olympics,2015-05-30,On Broadway,255,2,510,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
115013-2 Youth Speaks_Olympics ,2015-05-30,Standard Janitorial Fee,300,Flat Fee,300,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013-2 Youth Speaks_Olympics ,2015-05-30,Site Manager,40,5,200,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013-2 Youth Speaks_Olympics ,2015-05-30,OMI Gallery,115,2.5,115,,Part Time Member Weekend Rate,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013 Youth Speaks_Olympics,2015-05-30,Site Manager,40,5.5,220,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013 Youth Speaks_Olympics,2015-05-30,Set Up & Break Down,75,3.5,262.5,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115013 Youth Speaks_Olympics,2015-05-30,Standard Janitorial Fee,350,Flat Fee,350,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115014 Debby Irving,2015-02-12,Site Manager,30,4,120,,Full Member Weekday Rate - 50/50 Rev Share,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115014 Debby Irving,2015-02-12,On Broadway,180,2,360,,Full Member Weekday Rate - 50/50 Rev Share,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
115014 Debby Irving,2015-02-12,Set Up & Break Down,50,2,100,,Full Member Weekday Rate - 50/50 Rev Share,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115015 SustainAbility RoundTbl,2014-02-12,OMI Gallery,60,2,120,,Full Time Member Weekday Rate,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115015 SustainAbility RoundTbl,2014-02-12,Set Up & Break Down,30,2,60,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115015 SustainAbility RoundTbl,2014-02-12,Small Event Janitorial Fee,100,Flat Fee,100,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115016 Music for the People Ent,2015-02-15,Standard Janitorial/Waste Removal Fee,500,Flat Fee,500,,Non-Member Weekend Rate - Partnership discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115016 Music for the People Ent,2015-02-15,On Broadway,315,4.5,1417.5,1,Non-Member Weekend Rate - Partnership discount,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
115016 Music for the People Ent,2015-02-15,IHO Weekend Staffing,50,8,400,,Non-Member Weekend Rate - Partnership discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115016 Music for the People Ent,2015-02-15,Set Up & Break Down,75,3.5,262.5,1,Non-Member Weekend Rate - Partnership discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215001 CPD Gala,2015-02-05,Standard Janitorial Fee,250,Flat Fee,250,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215001 CPD Gala,2015-02-05,On Broadway,225,2,450,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215001 CPD Gala,2015-02-05,IHO Staffing,40,4,160,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215001 CPD Gala,2015-02-05,Set Up & Break Down,50,2,100,,Part Time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215002-2 Equitable Origin,2015-02-26,A/V Technician,40,5,200,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002 Equitable Origin,2015-02-26,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002 Equitable Origin,2015-02-26,On Broadway,180,3,540,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
215002 Equitable Origin,2015-02-26,Set Up & Break Down,75,2,150,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002 Equitable Origin,2015-02-26,Waste Removal Fee ,100,Flat Fee,100,1,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 Equitable Origin,2015-02-26,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 Equitable Origin,2015-02-26,On Broadway,180,3,540,0.2,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 Equitable Origin,2015-02-26,Waste Removal Fee ,100,Flat Fee,100,1,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 Equitable Origin,2015-02-26,Set Up & Break Down,75,2,150,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 Equitable Origin,2015-02-26,IHO Staffing,40,5,200,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002 Equitable Origin,2015-02-26,IHO Staffing,40,5,200,,Non Member Weekday Rate - Founders Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2 CPD Gala Damage,2015-02-05,Damage Deposit,1000,1,1000,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-22,Atrium,180,3,540,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-22,Gallery,85,3,255,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-22,Janitorial Fee (bathrooms only),75,Flat Fee,75,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Standard Janitorial Fee,250,Flat Fee,250,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-22,Site Manager/Staffing,35,5,175,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,On-call staff person,10,7.75,77.5,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Downtown,45,4.5,202.5,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Uptown,65,4.5,292.5,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Site Manager/Staffing,35,6,210,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Set Up & Break Down,100,1.75,175,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-22,Set Up & Break Down,100,2,200,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Broadway,255,13.75,3506.25,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-20,Standard Janitorial Fee,250,Flat Fee,250,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-20,Set Up & Break Down,100,1.5,150,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Gallery,85,4.5,382.5,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-20,Broadway,255,4.5,1147.5,0.25,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-20,Site Manager/Staffing,35,6,210,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-21,Waste Removal Fee,100,Flat Fee,100,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 215003 Forward Together,2014-02-20,A/V Sound Tech (Evening performance),40,1.5,60,,Part-time Member Weekend Rate -- Multi Day Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004 Design Thinking,2015-02-12,IHO Staffing,40,4,160,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004-2 Design Thinking ,2015-02-12,Set Up & Break Down,75,1.5,112.5,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004-2 Design Thinking ,2015-02-12,Standard Janitorial Fee,250,Flat Fee,250,1,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004-2 Design Thinking ,2015-02-12,OMI Gallery,60,2,120,0.15,Full Time Member Weekday Rate,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004 Design Thinking,2015-02-12,Standard Janitorial Fee,250,Flat Fee,250,1,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004 Design Thinking,2015-02-12,Waste Removal Fee (mid size),50,Flat Fee,50,1,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004 Design Thinking,2015-02-12,Set Up & Break Down,75,2,150,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004-2 Design Thinking ,2015-02-12,Waste Removal Fee (mid size),50,Flat Fee,50,1,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215004 Design Thinking,2015-02-12,Atrium,110,2,220,0.15,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215005 BE PRESENT,2015-05-14,On Broadway,295,3,885,1,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
215005 BE PRESENT,2015-05-14,Standard Janitorial Fee/Waste Removal,300,Flat Fee,300,,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005 BE PRESENT,2015-05-14,OMI Gallery,120,3.5,420,0.5,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005 BE PRESENT,2015-05-14,Set Up & Break Down,75,2.5,187.5,1,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005 BE PRESENT,2015-05-14,A/V Technician,40,4.5,180,,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005 BE PRESENT,2015-05-14,IHO Staffing,20,1,20,,Non Member Weekday Rate - Partnership Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215006 BGC Comm Meeting,2015-02-23,Set up & Reset,75,2,150,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006 BGC Comm Meeting,2015-02-23,IHO Staffing,40,3.5,140,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006 BGC Comm Meeting,2015-02-23,Janitorial Fee/Waste Removal,300,Flat Fee,300,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006 BGC Comm Meeting,2015-02-23,On Broadway,180,2.5,450,0.2,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215006-2 BGC Comm Meeting_AV,2015-02-23,IHO Staffing,40,3.5,140,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006-2 BGC Comm Meeting_AV,2015-02-23,Janitorial Fee/Waste Removal,300,Flat Fee,300,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006-2 BGC Comm Meeting_AV,2015-02-23,Set up & Reset,75,2,150,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215006-2 BGC Comm Meeting_AV,2015-02-23,On Broadway,180,2.5,450,0.2,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215006-2 BGC Comm Meeting_AV,2015-02-23,A/V Technician,40,4.5,180,,Full Time Member Weekday Rate - Partner Discount,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215007 Life is Loving,2015-02-14,Site Manager/Staffing,40,5.5,220,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215007 Life is Loving,2015-02-14,Set Up & Break Down,75,2.5,187.5,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215007 Life is Loving,2015-02-14,Standard Janitorial Fee,250,Flat Fee,250,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215007 Life is Loving,2015-02-14,On Broadway,255,3,765,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215007-2 Life is Loving ,2015-02-14,Site Manager/Staffing,40,5.5,220,,Part Time Member Weekend Rate - Founders Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215007-2 Life is Loving ,2015-02-14,Standard Janitorial Fee,250,Flat Fee,250,,Part Time Member Weekend Rate - Founders Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215007-2 Life is Loving ,2015-02-14,On Broadway,255,3,765,0.55,Part Time Member Weekend Rate - Founders Discount,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
215007-2 Life is Loving ,2015-02-14,Set Up & Break Down,75,2.5,187.5,,Part Time Member Weekend Rate - Founders Discount,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,Standard Janitorial Fee/Waste Removal,350,Flat Fee,350,0.28,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,Set Up & Reset,75,3,225,0.2,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,A/V Technician,40,4.5,350,,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,Atrium,195,3,585,1,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,IHO Staffing,40,6,240,,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215008 YBCA #BLM,2015-02-16,On Broadway,295,3,885,0.2,Non Member Weekday Rate  - Founder Discount,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
215009 CIIS ,2015-02-22,Standard Janitorial Fee,350,Flat Fee,350,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009 CIIS ,2015-02-22,On Broadway,215,6,1290,0.25,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215009 CIIS ,2015-02-22,Waste Removal Fee ,100,Flat Fee,100,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009 CIIS ,2015-02-22,Site Manager/Staffing,35,8,280,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009-2 CIIS Cancel,2015-02-22,50% Deposit,938.75,1,938.75,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009-2 CIIS Cancel,2015-02-22,Credit,-450,1,-450,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009 CIIS ,2015-02-22,Coffee Service ,15,2,30,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009 CIIS ,2015-02-22,Set Up & Break Down,75,2,150,,Part Time Member Weekend Rate,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010 Ever Forward Club,2015-03-04,On Broadway,225,4,900,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215010 Ever Forward Club,2015-03-04,IHO Staffing,30,6,180,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010-2 Ever Forward Club,2015-03-04,Standard Janitorial/Waste Removal Fee,350,Flat Fee,350,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010-2 Ever Forward Club,2015-03-04,IHO Staffing,30,6,180,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010-2 Ever Forward Club,2015-03-04,On Broadway,225,4,900,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
215010 Ever Forward Club,2015-03-04,Standard Janitorial/Waste Removal Fee,350,Flat Fee,350,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010 Ever Forward Club,2015-03-04,Set Up & Break Down,75,2,150,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215010-2 Ever Forward Club,2015-03-04,Set Up & Break Down,75,2,150,,Part-time Member Weekday Rate,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215011 Kaiser HNS Grad,2015-06-13,On Broadway,315,6,1890,0.1,Non Member Weekend Rate - Half Day Discount,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
215011 Kaiser HNS Grad,2015-06-13,Set Up & Break Down,75,3.5,262.5,,Non Member Weekend Rate - Half Day Discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
215011 Kaiser HNS Grad,2015-06-13,Standard Janitorial Fee,300,Flat Fee,300,,Non Member Weekend Rate - Half Day Discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
215011 Kaiser HNS Grad,2015-06-13,IHO Weekend Staffing,40,9.5,380,,Non Member Weekend Rate - Half Day Discount,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
215011-2 Kaiser HNS Grad,2015-06-13,A/V Technician,40,3,120,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215012 Barbara Lee,2015-03-12,IHO Staffing,40,4,160,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215012 Barbara Lee,2015-03-12,Set Up & Reset,75,2,150,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215012 Barbara Lee,2015-03-12,Standard Janitorial Fee/Waste Removal,300,Flat Fee,300,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215012 Barbara Lee,2015-03-12,Atrium,110,2,220,,Full Time Member Weekday Rate,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215013 GlobalGirl Media,2015-03-21,Standard Janitorial Fee/Waste Removal,300,Flat Fee,300,,Full Time Member Weekend Rate - Founder Discount,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215013 GlobalGirl Media,2015-03-21,On Broadway,210,3,630,0.25,Full Time Member Weekend Rate - Founder Discount,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
215013-2 GlobalGirl Media ,2015-03-21,Set Up & Reset,75,2,150,,Full Time Member Weekend Rate - Founder Discount,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
